,index,Count
10600,SERVICES  ENVIRONMENTAL  SERVICES,1
10601,(E.G.  SERVICE,1
10602,(E.G.  SERVICE  COMMERCE,1
10603,(OSCS)  RESPONSE,1
10604,ACTIVITIES  EPA,1
10605,(OSCS)  RESPONSE  (RRTS),1
10606,(RRTS),1
10607,(RRTS)  REMEDIAL,1
10608,(RRTS)  REMEDIAL  EPA,1
10609,(USCG),1
10610,(USCG)  HAWAII,1
10611,(USCG)  HAWAII  SAMOA,1
10612,NATIONAL  RESPONSE  CONTRACTOR,1
10613,STRATEGY  PROCESSING,1
10614,REGION  REGION  RESPONSE,1
10615,$1425699.00,1
10616,SERVICE  COMMERCE,1
10617,SERVICE  COMMERCE  (USCG),1
10618,SERVICES  ENVIRONMENTAL  (OSCS),1
10619,SERVICES  PURPOSE  CONTRACT,1
10620,SUPPORT  REGION  RESPONSE,1
10621,CENTER  OPERATIONS  SUPPORT,1
10622,ANALYTICAL  MAINTENANCE,1
10623,$1425699.00  $2075699.00),1
10624,REGION  RESPONSE,1
10625,$1425699.00  $2075699.00)  ADDITIONAL,1
10626,$2075699.00),1
10627,$2075699.00)  ADDITIONAL,1
10628,$2075699.00)  ADDITIONAL  MODIFICATION,1
10629,$649280.36,1
10630,$650000.00,1
10631,$650000.00  $1425699.00,1
10632,SAMOA  CNMI  ASSESSMENT,1
10633,SAMOA  CNMI,1
10634,SAMOA,1
10635,RESPONSE  RESPONSE  NATIONAL,1
10636,REGION  RESPONSE  (E.G.,1
10637,REGION  RESPONSE  RESPONSE,1
10638,REMEDIAL  EPA,1
10639,REMEDIAL  EPA  NATIONAL,1
10640,RESPONSE  (E.G.,1
10641,RESPONSE  (E.G.  SERVICE,1
10642,RESPONSE  (RRTS),1
10643,RESPONSE  (RRTS)  REMEDIAL,1
10644,RESPONSE  ASSOCIATED,1
10645,RESPONSE  CONTRACTOR,1
10646,RESPONSE  CONTRACTOR  PROVIDE,1
10647,RESPONSE  CONTRACTOR  REGION,1
10648,RESPONSE  NATIONAL,1
10649,RESPONSE  NATIONAL  RESPONSE,1
10650,RESPONSE  RESPONSE,1
10651,SERVICES  LLC,1
10652,OFFICE  SERVICES  SERVICES,1
10653,LLC  CONTRACT,1
10654,WATER  EMERGENCY  RESPONSE,1
10655,AWARD  AQUASOLUTION,1
10656,MONITORING  MODIFICATION  EXERCISE,1
10657,COUNTY  ROME,1
10658,ROME,1
10659,SITE  COUNTY  ROME,1
10660,EMERGENCY  RESPONSE  EXERCISE,1
10661,RESPONSE  EXERCISE,1
10662,17&19,1
10663,DELIVER  INFORMATION,1
10664,ADDITIONAL  SYSTEM,1
10665,ADDITIONAL  SYSTEM  17&19,1
10666,AQUASOLUTION,1
10667,SUPPORT  ADDITIONAL  SYSTEM,1
10668,SYSTEM  17&19,1
10669,WATER  SUPPORT  ADDITIONAL,1
10670,CONTRACT  WATER  SERVICES,1
10671,AWARD  MICROBES,1
10672,MICROBES,1
10673,PERIOD  FUNDING  MODIFICATION,1
10674,AWARD  MICROCHEMICA,1
10675,ANALYTICAL  SUPPORT  OBLIGATE,1
10676,SUPPORT  OBLIGATE  FUNDING,1
10677,LOGIN,1
10678,LOGIN  SUPPORT,1
10679,LOGIN  SUPPORT  MODIFICATION,1
10680,ORDER  LOGIN,1
10681,ORDER  LOGIN  SUPPORT,1
10682,TASK  ORDER  LOGIN,1
10683,ANALYSIS  MODIFICATION  EXERCISE,1
10684,ANALYTICAL  SUPPORT  EXERCISE,1
10685,CONTRACT  NEWPORT  FUNCTIONS,1
10686,NEWPORT  FUNCTIONS,1
10687,RESPONSE  SERVICES  REMOVAL,1
10688,MONITORING  MODIFICATION  INCREMENTAL,1
10689,MICROCHEMICA,1
10690,DELIVER,1
10691,DELIVER  INFORMATION  WATER,1
10692,SERVICES  REMEDIATION  CONTRACT,1
10693,CONTRACT(RFQ-DC-14-00233)-NARRAGANSETT  FUNCTIONS,1
10694,WATER  SERVICES  DEVELOP,1
10695,WATER  UTILITIES,1
10696,WATER  UTILITIES  STATES,1
10697,URBAN,1
10698,WATER  WATER  UTILITIES,1
10699,ORDER  EPA  REGION,1
10700,CONTRACT(RFQ-DC-14-00233)-NARRAGANSETT,1
10701,SERVICES  CONTRACT(RFQ-DC-14-00233)-NARRAGANSETT,1
10702,DEVELOP  DELIVER,1
10703,SERVICES  CONTRACT(RFQ-DC-14-00233)-NARRAGANSETT  FUNCTIONS,1
10704,SERVICES  SERVICES  CONTRACT(RFQ-DC-14-00233)-NARRAGANSETT,1
10705,$500000  PERIOD,1
10706,$500000  PERIOD  TASK,1
10707,OFFICE  SERVICES  REMEDIATION,1
10708,REMEDIATION  CONTRACT,1
10709,SERVICES  REMEDIATION,1
10710,WATER  EMERGENCY  SERVICES,1
10711,UTILITIES  STATES  EPA,1
10712,UTILITIES  STATES,1
10713,UTILITIES,1
10714,DEVELOP  DELIVER  INFORMATION,1
10715,EMERGENCY  SERVICES,1
10716,EMERGENCY  SERVICES  WATER,1
10717,EPA  REGIONS,1
10718,EPA  REGIONS  WATER,1
10719,INFORMATION  WATER,1
10720,INFORMATION  WATER  EMERGENCY,1
10721,REGIONS,1
10722,REGIONS  WATER,1
10723,SERVICES  DEVELOP,1
10724,SERVICES  DEVELOP  DELIVER,1
10725,SERVICES  WATER  EMERGENCY,1
10726,SERVICES  WATER  WATER,1
10727,STATES  EPA,1
10728,STATES  EPA  REGIONS,1
10729,$650000.00  $1425699.00  $2075699.00),1
10730,ADDITIONAL  MODIFICATION  INCREMENTAL,1
10731,$39821.00.,1
10732,OPTION  PERIODS/YEARS,1
10733,VISITS  MAINTENANCE,1
10734,VISITS  MAINTENANCE  ALL,1
10735,EKMAN,1
10736,EKMAN  MAINTENANCE,1
10737,EKMAN  MAINTENANCE  PLAN/AGREEMENT,1
10738,MAINTENANCE  PLAN/AGREEMENT,1
10739,MAINTENANCE  PLAN/AGREEMENT  PERIOD,1
10740,OPTION  PERIODS/YEARS  SUPPORT,1
10741,UPDATES  PARTS  SERVICE,1
10742,PERIOD  OPTION  PERIODS/YEARS,1
10743,PERIODS/YEARS,1
10744,PERIODS/YEARS  SUPPORT,1
10745,PERIODS/YEARS  SUPPORT  SPECTROMETER,1
10746,PLAN/AGREEMENT,1
10747,PLAN/AGREEMENT  PERIOD,1
10748,PLAN/AGREEMENT  PERIOD  OPTION,1
10749,VISITS,1
10750,UPDATES  PARTS,1
10751,AMOUNT  $649280.36,1
10752,MAINTENANCE  ALL  ASSOCIATED,1
10753,MODIFICATION  MAINTENANCE  CONTRACT,1
10754,MODIFICATION  MODIFICATION  MAINTENANCE,1
10755,AMERICA,1
10756,AMERICA  PROVIDE,1
10757,AMERICA  PROVIDE  EPA,1
10758,ANALYTICAL  URBAN,1
10759,EPA  MAINTENANCE  UPDATES,1
10760,MAINTENANCE  UPDATES  PARTS,1
10761,SERVICE  VISITS  MAINTENANCE,1
10762,ORDER  AMERICA,1
10763,ORDER  AMERICA  PROVIDE,1
10764,PARTS  SERVICE,1
10765,PARTS  SERVICE  VISITS,1
10766,PROVIDE  EPA  MAINTENANCE,1
10767,PURPOSE  ORDER  AMERICA,1
10768,SERVICE  VISITS,1
10769,SPECTROMETER,1
10770,SUPPORT  SPECTROMETER,1
10771,COLLETTE,1
10772,(EPA)  MANAGEMENT,1
10773,MAINTENANCE  SNAFC  SESD,1
10774,SESD,1
10775,SESD  ATHENS,1
10776,SESD  ATHENS  PERIOD,1
10777,SNAFC,1
10778,SNAFC  SESD,1
10779,SNAFC  SESD  ATHENS,1
10780,(EPA)  MANAGEMENT  (SMD),1
10781,COLLETTE  MAINTENANCE,1
10782,(SMD),1
10783,ENVIRONMENTAL  (EPA)  MANAGEMENT,1
10784,MANAGEMENT  (SMD),1
10785,PURIFICATION  WATER  ENVIRONMENTAL,1
10786,PURIFICATION  WATER,1
10787,PURIFICATION,1
10788,TECHNOLOGY  INC  DEVELOPMENT,1
10789,MAINTENANCE  SNAFC,1
10790,ATHENS  PERIOD  PERFORMANCE,1
10791,ATHENS  PERIOD,1
10792,SUPPORT  SERVICES  SERVICES,1
10793,$40827.08.,1
10794,$40827.08.  ALL,1
10795,$40827.08.  ALL  TERMS,1
10796,AMOUNT  $40827.08.,1
10797,AMOUNT  $40827.08.  ALL,1
10798,FUNDS  AMOUNT  $40827.08.,1
10799,6  7  ITEMS,1
10800,7  ITEMS,1
10801,FUNCTIONS  REGION,1
10802,FUNCTIONS  REGION  MAINTENANCE,1
10803,WATER  ENVIRONMENTAL,1
10804,ITEMS  CONTRACTOR  BASIS,1
10805,REGION  MAINTENANCE  SUPPORT,1
10806,SERVICES  6  7,1
10807,SERVICES  SERVICES  6,1
10808,MODIFICATION  MAINTENANCE,1
10809,REPLACEMENTS  OPTION,1
10810,REPLACEMENTS,1
10811,MAINTENANCE  MACHINES,1
10812,UPDATES  OFFICE,1
10813,UPDATES  OFFICE  QUALITY,1
10814,PROCESSING  ANALYTICAL,1
10815,LABORATORY  CINCINNATI,1
10816,MACHINES,1
10817,MACHINES  LABORATORY,1
10818,MACHINES  LABORATORY  CINCINNATI,1
10819,MAINTENANCE  MACHINES  LABORATORY,1
10820,ORDER  ORDER  PARTS,1
10821,PURPOSE  MAINTENANCE,1
10822,PURPOSE  MAINTENANCE  MACHINES,1
10823,IGF::CLCT::IGF  PURPOSE  ORDER,1
10824,LABOR,1
10825,LABOR  ORDER,1
10826,LABOR  ORDER  ALL,1
10827,LABOR  PARTS,1
10828,QUALITY  SYSTEMS,1
10829,PURPOSE  OPERATIONS  MAINTENANCE,1
10830,PURPOSE  OPERATIONS,1
10831,OPERATIONS  MAINTENANCE  UPDATES,1
10832,FUNDING  AMOUNT  $649280.36,1
10833,OPTION  PERIOD  $650000.00,1
10834,PERIOD  $650000.00,1
10835,PERIOD  $650000.00  $1425699.00,1
10836,PROGRAM  MODIFICATION  OPTION,1
10837,ASSOCIATED  SERVICES,1
10838,ASSOCIATED  SERVICES  EPA,1
10839,$49262.12.,1
10840,DRYERS,1
10841,DRYERS  $49262.12.,1
10842,MAINTENANCE  DRYERS,1
10843,MAINTENANCE  DRYERS  $49262.12.,1
10844,MAINTENANCE  UPDATES  OFFICE,1
10845,PROCESSING  ANALYTICAL  URBAN,1
10846,OFFICE  QUALITY  SYSTEMS,1
10847,LABOR  PARTS  TRAVEL,1
10848,ORDER  PARTS,1
10849,MAINTENANCE  REPLACEMENTS  OPTION,1
10850,SERVICES  ICP-MS  ICP,1
10851,SERVICES)DISPATCH  SERVICE  CENTER,1
10852,EPA  FACILITY  ATHENS,1
10853,FACILITY  ATHENS,1
10854,ICP-MS,1
10855,ICP-MS  ICP,1
10856,ICP-MS  ICP  ICP,1
10857,SERVICES  ICP-MS,1
10858,SUPPORT  SERVICES  ICP-MS,1
10859,ORDER  PARTS  TRAVEL,1
10860,ICP-MSOPTIMA,1
10861,ICP-MSOPTIMA  ICP,1
10862,ICP-MSOPTIMA  ICP  ICP,1
10863,SERVICES  ICP-MSOPTIMA,1
10864,SERVICES  ICP-MSOPTIMA  ICP,1
10865,SUPPORT  SERVICES  ICP-MSOPTIMA,1
10866,MAINTENANCE  REPLACEMENTS,1
10867,SERVICES)DISPATCH  SERVICE,1
10868,SERVICES)DISPATCH,1
10869,SERVICE  SERVICE  MAINTENANCE,1
10870,SERVICE  MAINTENANCE  SERVICES)DISPATCH,1
10871,PARTS  TRAVEL,1
10872,PARTS  TRAVEL  LABOR,1
10873,PURPOSE  ORDER  ORDER,1
10874,TRAVEL,1
10875,TRAVEL  LABOR,1
10876,TRAVEL  LABOR  ORDER,1
10877,TRAVEL  LABOR  PARTS,1
10878,CENTER  INSTRUMENTS,1
10879,CENTER  INSTRUMENTS  PARTS,1
10880,INSTRUMENTS  PARTS  MAINTENANCE,1
10881,MAINTENANCE  SERVICES)DISPATCH,1
10882,MAINTENANCE  SERVICES)DISPATCH  SERVICE,1
10883,PARTS  MAINTENANCE,1
10884,PROCESSING,1
10885,SERVICE  CENTER  INSTRUMENTS,1
10886,ANALYSIS  MODIFICATION  OBLIGATE,1
10887,OBLIGATE  FUNDS  ESTIMATE,1
10888,FUNDS  ESTIMATE,1
10889,MONITORING  MODIFICATION  OBLIGATE,1
10890,MANUFACTURING,1
10891,AWARD  WATER,1
10892,LABORATORIES,1
10893,MANAGEMENT  MODIFICATION  OBLIGATE,1
10894,AWARD  LABORATORIES,1
10895,FUNDS  PERIOD  CEILING,1
10896,AWARD  SYSTEMS,1
10897,ORDER  MONITORING  MODIFICATION,1
10898,PERFORMANCE  RESEARCH  REDUCTION,1
10899,CEILING  MODIFICATION,1
10900,CEILING  MODIFICATION  OBLIGATE,1
10901,MANAGEMENT  MODIFICATION  PERIOD,1
10902,MODIFICATION  PERIOD  CEILING,1
10903,PERIOD  CEILING  MODIFICATION,1
10904,FUNDS  CEILING  FUNDING,1
10905,OBLIGATE  FUNDS  CEILING,1
10906,PERFORMANCE  RESEARCH,1
10907,REDUCTION  MANUFACTURING,1
10908,PERIOD  OBLIGATE  FUNDS,1
10909,FUNDS  EXERCISE,1
10910,AMOUNT  $173611.86,1
10911,AMOUNT  $173611.86  TASK,1
10912,FUNDING  AMOUNT  $173611.86,1
10913,AMOUNT  $200000.00,1
10914,$200000.00  ALL  TERMS,1
10915,$200000.00  ALL,1
10916,MODIFICATION  FUNDING  EXERCISE,1
10917,FUNDS  EXERCISE  OPTION,1
10918,RESEARCH  REDUCTION,1
10919,OBLIGATE  FUNDS  EXERCISE,1
10920,$30000.00  EXERCISE,1
10921,$30000.00  EXERCISE  OPTION,1
10922,FUNDING  $30000.00,1
10923,FUNDING  $30000.00  EXERCISE,1
10924,INCREMENTAL  FUNDING  $30000.00,1
10925,RESEARCH  REDUCTION  MANUFACTURING,1
10926,CONTRACT  ORDER  TECHNICAL,1
10927,COMBUSTION,1
10928,SUPPORT  MODIFICATION  OPTION,1
10929,ST.,1
10930,ASSESSMENT  MODIFICATION  INCREMENTAL,1
10931,NATIONAL  TECHNOLOGIES,1
10932,COUNTY  GREENSBORO,1
10933,AWARD  NATIONAL  TECHNOLOGIES,1
10934,SERVICES  SITE  ST.,1
10935,SITE  ST.,1
10936,SITE  ST.  COUNTY,1
10937,ST.  COUNTY,1
10938,2  OBLIGATE,1
10939,ST.  COUNTY  GREENSBORO,1
10940,AIR,1
10941,AIR  ENERGY,1
10942,AWARD  NATIONAL,1
10943,TIAX,1
10944,AWARD  TIAX,1
10945,CEILING  OBLIGATE,1
10946,SUPPORT  DATA  OBLIGATE,1
10947,DATA  OBLIGATE  FUNDING,1
10948,DATA  OBLIGATE,1
10949,MANAGEMENT  MODIFICATION  OPTION,1
10950,2  OBLIGATE  FUNDING,1
10951,DATA  EXERCISE,1
10952,DATA  EXERCISE  OPTION,1
10953,OPTION  PERIOD  2,1
10954,PERIOD  2,1
10955,PERIOD  2  OBLIGATE,1
10956,SUPPORT  DATA  EXERCISE,1
10957,AWARD  COMBUSTION,1
10958,ASSESSMENT  MODIFICATION  EXERCISE,1
10959,TECHNOLOGIES  LLC,1
10960,NATIONAL  TECHNOLOGIES  LLC,1
10961,DATA  MANAGEMENT  SUPPORT,1
10962,ORDER  SUPERFUND  DATA,1
10963,SUPERFUND  DATA,1
10964,SUPERFUND  DATA  MANAGEMENT,1
10965,$173611.86  TASK  OPTION,1
10966,$173611.86  TASK,1
10967,$173611.86,1
10968,$97654.00.  TASK,1
10969,MODIFICATION  AMOUNT  $39821.00,1
10970,PERFORMANCE  13  13,1
10971,RESPONSE  PURPOSE,1
10972,RESPONSE  PURPOSE  MODIFICATION,1
10973,$97654.00.,1
10974,$97654.00.  CONTRACTOR,1
10975,$97654.00.  CONTRACTOR  AMOUNT,1
10976,$97654.00.  TASK  ORDER,1
10977,16  AMOUNT  $97654.00.,1
10978,$97654.00.  TERMS,1
10979,$97654.00.  TERMS  CONDITIONS,1
10980,122016.,1
10981,122016.  TASK,1
10982,122016.  TASK  ORDER,1
10983,13  122016.,1
10984,13  122016.  TASK,1
10985,FUNDING  AMOUNT  $39821.00.,1
10986,EMERGENCY  RESPONSE  PURPOSE,1
10987,CONTRACTOR  AMOUNT  CEILING,1
10988,CEILING  AMOUNT  $201269.00,1
10989,$39821.00.  AMOUNT  $201269.00,1
10990,13  13,1
10991,13  13  OPTION,1
10992,13  OPTION,1
10993,13  OPTION  PERIOD,1
10994,7  PERIOD,1
10995,7  PERIOD  PERFORMANCE,1
10996,AMOUNT  $201269.00,1
10997,AMOUNT  $201269.00  $39821.00,1
10998,AMOUNT  $39821.00,1
10999,AMOUNT  $39821.00  7,1
11000,AMOUNT  $39821.00.,1
11001,AMOUNT  $39821.00.  AMOUNT,1
11002,AMOUNT  CEILING,1
11003,AMOUNT  CEILING  AMOUNT,1
11004,16  AMOUNT,1
11005,AMOUNT  $97654.00.,1
11006,AMOUNT  $200000.00  ALL,1
11007,AMOUNT  $133000.00  AWARD,1
11008,WORK  16,1
11009,WORK  16  AMOUNT,1
11010,NATIONAL  EPA,1
11011,NATIONAL  EPA  OFFICE,1
11012,$133000.00,1
11013,$133000.00  AWARD,1
11014,AMOUNT  $133000.00,1
11015,FUNDING  AMOUNT  $133000.00,1
11016,AMOUNT  $97654.00.  TASK,1
11017,$141708.00,1
11018,$141708.00  TASK,1
11019,$141708.00  TASK  ALL,1
11020,AMOUNT  $141708.00,1
11021,AMOUNT  $141708.00  TASK,1
11022,FUNDING  AMOUNT  $141708.00,1
11023,FUNDING  AMOUNT  $200000.00,1
11024,TEHCNICAL  ANALYTICAL  SUPPORT,1
11025,TEHCNICAL  ANALYTICAL,1
11026,TEHCNICAL,1
11027,SUPPORT  OFFICE  TERMS,1
11028,AMOUNT  $97654.00.  TERMS,1
11029,$35000.00  ALL,1
11030,CEILING  $97654.00.,1
11031,CEILING  $97654.00.  CONTRACTOR,1
11032,CONTRACT  PROVIDE  TEHCNICAL,1
11033,CONTRACTOR  AMOUNT  TASK,1
11034,$35000.00,1
11035,OFFICE  TERMS,1
11036,OFFICE  TERMS  CONDITIONS,1
11037,ORDER  AMOUNT  $97654.00.,1
11038,ORDER  CEILING  $97654.00.,1
11039,PERFORMANCE  13  122016.,1
11040,PROVIDE  TEHCNICAL,1
11041,PROVIDE  TEHCNICAL  ANALYTICAL,1
11042,SERVICES  WORK  16,1
11043,CEILING  OBLIGATE  FUNDS,1
11044,FUNDS  CEILING  OBLIGATE,1
11045,MODIFICATION  FUNDS  CEILING,1
11046,NEWPORT  MODIFICATION  FUNDING,1
11047,AMOUNT  $40854.32  OPTION,1
11048,CEILING  AMOUNT  $40854.32,1
11049,CONTRACT  NEWPORT  MODIFICATION,1
11050,MODIFICATION  CONTRACTOR  CEILING,1
11051,MODIFICATION  SYSTEM,1
11052,MODIFICATION  SYSTEM  MODIFICATION,1
11053,NEWPORT  MODIFICATION,1
11054,PERIOD  1  FUNCTIONS,1
11055,$28467.90  FUNDING,1
11056,PERIOD  AMOUNT  $40854.32,1
11057,SYSTEM  MODIFICATION  CONTRACTOR,1
11058,$28298.70,1
11059,$28298.70  CONTRACTOR,1
11060,$28298.70  CONTRACTOR  CONTRACT,1
11061,$28298.70  OPTION,1
11062,$28298.70  OPTION  PERIOD,1
11063,AMOUNT  $40854.32  MODIFICATION,1
11064,AMOUNT  $40854.32,1
11065,1  FUNCTIONS,1
11066,$40854.32  OPTION  PERIOD,1
11067,PERIOD  3RD,1
11068,PERIOD  3RD  2ND,1
11069,PERIOD  3RD  CONTRACTOR,1
11070,PERIOD  AMOUNT  $54909.44,1
11071,PERIOD  MODIFICATION  FUNDING,1
11072,RELEASE,1
11073,RELEASE  MODIFICATION,1
11074,RELEASE  MODIFICATION  OPTION,1
11075,REMAIN  FUNCTIONS,1
11076,STUDENT  RELEASE,1
11077,STUDENT  RELEASE  MODIFICATION,1
11078,$40854.32,1
11079,$40854.32  MODIFICATION,1
11080,$40854.32  MODIFICATION  SYSTEM,1
11081,$40854.32  OPTION,1
11082,$28467.90,1
11083,$28467.90  FUNDING  $28298.70,1
11084,OPTION  PERIOD  3RD,1
11085,STUDENT  MODIFICATION  FUNDING,1
11086,PERIOD  16TH,1
11087,PERIOD  16TH  15TH,1
11088,PERIOD  AMOUNT  $28298.70,1
11089,REMAIN  STUDENT,1
11090,REMAIN  STUDENT  SERVICES,1
11091,SERVICES  CONTRACT  CONTRACT,1
11092,STUDENT  MODIFICATION,1
11093,STUDENT  SERVICES  FUNCTIONS,1
11094,15TH,1
11095,AWARD  SURFPLASMA,1
11096,CONTRACT  EP-W-13-021,1
11097,CONTRACT  EP-W-13-021  TASK,1
11098,EP-W-13-021,1
11099,EP-W-13-021  TASK,1
11100,EP-W-13-021  TASK  ORDER,1
11101,ORDER  SUPERFUND  SUPPORT,1
11102,OPTION  PERIOD  16TH,1
11103,FUNDING  $28298.70  OPTION,1
11104,FUNDING  $28298.70,1
11105,CONTRACTOR  STUDENT  MODIFICATION,1
11106,15TH  CONTRACTOR,1
11107,15TH  CONTRACTOR  STUDENT,1
11108,16TH,1
11109,16TH  15TH,1
11110,16TH  15TH  CONTRACTOR,1
11111,AMOUNT  $28298.70,1
11112,AMOUNT  $28298.70  CONTRACTOR,1
11113,AMOUNT  $28467.90,1
11114,AMOUNT  $28467.90  FUNDING,1
11115,CONDITIONS  REMAIN  STUDENT,1
11116,CONTRACT  AMOUNT  $28467.90,1
11117,CONTRACT  CONTRACT  PERIOD,1
11118,SURFPLASMA,1
11119,CONTRACTOR  CONTRACT  AMOUNT,1
11120,CONTRACTOR  STUDENT,1
11121,PERIOD  1  ALL,1
11122,NOTE  STUDENT  RELEASE,1
11123,ORDER  NATIONAL  PERFORMANCE,1
11124,$456944.00.  ALL,1
11125,$161800.00.,1
11126,$161800.00.  AMOUNT,1
11127,$161800.00.  AMOUNT  $295144.00,1
11128,$295144.00,1
11129,$295144.00  $456944.00.,1
11130,$295144.00  $456944.00.  ALL,1
11131,$456944.00.,1
11132,$456944.00.  ALL  TERMS,1
11133,SUPPORT  CENTER  KODIAK,1
11134,AMOUNT  $161800.00.,1
11135,AMOUNT  $161800.00.  AMOUNT,1
11136,AMOUNT  $295144.00,1
11137,AMOUNT  $295144.00  $456944.00.,1
11138,FUNDING  AMOUNT  $161800.00.,1
11139,CENTER  KODIAK,1
11140,KODIAK,1
11141,TECHNICAL  SUPPORT  REFINERY,1
11142,SUPPORT  REFINERY  CREEK,1
11143,SUPPORT  REFINERY,1
11144,REFINERY  CREEK,1
11145,PROGRAM  SUPPORT  OBLIGATE,1
11146,SUPPORT  OBLIGATE  FUNDS,1
11147,ESTIMATE  OBLIGATE,1
11148,ESTIMATE  OBLIGATE  FUNDING,1
11149,MODIFICATION  ESTIMATE,1
11150,MODIFICATION  ESTIMATE  OBLIGATE,1
11151,SERVICES  MODIFICATION  ESTIMATE,1
11152,METNA,1
11153,AWARD  METNA,1
11154,MICROSYSTEMS,1
11155,ASSESSMENT  TECHNICAL,1
11156,ASSESSMENT  TECHNICAL  SUPPORT,1
11157,PROVIDE  ASSESSMENT,1
11158,PROVIDE  ASSESSMENT  TECHNICAL,1
11159,REFINERY,1
11160,AWARD  MICROSYSTEMS,1
11161,FMC,1
11162,NOTE  STUDENT,1
11163,AMOUNT  $54909.44  CONTRACTOR,1
11164,2ND  NOTE  STUDENT,1
11165,3RD,1
11166,3RD  2ND,1
11167,3RD  2ND  NOTE,1
11168,3RD  CONTRACTOR,1
11169,3RD  CONTRACTOR  CEILING,1
11170,AMOUNT  $54909.44,1
11171,AMOUNT  $54909.44  OPTION,1
11172,TECHNICAL  SUPPORT  SUPPORT,1
11173,CEILING  AMOUNT  $54909.44,1
11174,CONDITIONS  REMAIN  FUNCTIONS,1
11175,CONTRACT  NEWPORT  PURPOSE,1
11176,ALLIANCE,1
11177,NEWPORT  PURPOSE,1
11178,NEWPORT  PURPOSE  MODIFICATION,1
11179,NOTE,1
11180,2ND  NOTE,1
11181,2ND,1
11182,1  ALL  TERMS,1
11183,1  ALL,1
11184,ASSISTANCE  CONTRACT  REGION,1
11185,CONTRACT  REGION  ENVIRONMENTAL,1
11186,ANALYSIS  SYSTEM  SERVICE,1
11187,AWARD  ALLIANCE,1
11188,SYSTEM  SERVICE  EPA,1
11189,CONTRACT(RFQ-DC-14-00149)-NARRAGANSETT,1
11190,CONTRACT(RFQ-DC-14-00149)-NARRAGANSETT  FUNCTIONS,1
11191,SERVICES  CONTRACT(RFQ-DC-14-00149)-NARRAGANSETT,1
11192,SERVICES  CONTRACT(RFQ-DC-14-00149)-NARRAGANSETT  FUNCTIONS,1
11193,SERVICES  SERVICES  CONTRACT(RFQ-DC-14-00149)-NARRAGANSETT,1
11194,$54909.44,1
11195,$54909.44  CONTRACTOR,1
11196,$54909.44  CONTRACTOR  OPTION,1
11197,$54909.44  OPTION,1
11198,$54909.44  OPTION  PERIOD,1
11199,REMEDIAL  MAINTENANCE  ALL,1
11200,ANALYZER,1
11201,ANALYZER  SYSTEM,1
11202,AMOUNT  $310000.00,1
11203,MONITORING  EQUIPMENT  DATA,1
11204,MONITORING  INSTRUMENTATION,1
11205,MONITORING  INSTRUMENTATION  MONITORING,1
11206,SUPPORT  MONITORING  INSTRUMENTATION,1
11207,$310000.00,1
11208,$310000.00  ALL,1
11209,$310000.00  ALL  TERMS,1
11210,AMOUNT  $310000.00  ALL,1
11211,MAINTENANCE  ANALYSIS  DATA,1
11212,FUNDS  AMOUNT  $310000.00,1
11213,NATIONAL  SUPPORT  SERVICES,1
11214,OPTION  PERIOD  NATIONAL,1
11215,PERIOD  NATIONAL,1
11216,PERIOD  NATIONAL  SUPPORT,1
11217,SERVICES  INCREMENTAL  FUNDS,1
11218,BIOQUAL  OBLIGATE  INCREMENTAL,1
11219,MONITORING  EQUIPMENT,1
11220,MAINTENANCE  ANALYSIS,1
11221,$63106.80,1
11222,DATA  LOGGERS,1
11223,13  INFORMATION,1
11224,13  INFORMATION  CONTRACT,1
11225,FUNDING  13,1
11226,FUNDING  13  INFORMATION,1
11227,INFORMATION  CONTRACT,1
11228,ANALYSIS  DATA  MANAGEMENT,1
11229,CONTRACT  SUPPORT  MONITORING,1
11230,DATA  LOGGERS  MAINTENANCE,1
11231,LOGGERS  MAINTENANCE  ANALYSIS,1
11232,EQUIPMENT  DATA,1
11233,EQUIPMENT  DATA  LOGGERS,1
11234,INSTRUMENTATION,1
11235,INSTRUMENTATION  MONITORING,1
11236,INSTRUMENTATION  MONITORING  EQUIPMENT,1
11237,LOGGERS,1
11238,LOGGERS  MAINTENANCE,1
11239,ANALYSIS  SUPPORT  DATA,1
11240,CPIC,1
11241,CPIC  ANALYSIS,1
11242,REGION  ANALYSIS  DATA,1
11243,EP-W-11-065  TASK,1
11244,EP-W-11-065,1
11245,AMOUNT  $1000000.00.,1
11246,0012  EP-W-11-065  TASK,1
11247,0012  EP-W-11-065,1
11248,0012,1
11249,SUPPORT  DEVELOPMENT  ASSESSMENT,1
11250,REGION  ANALYSIS,1
11251,CPIC  ANALYSIS  SUPPORT,1
11252,LIVERPOOL,1
11253,PURPOSE  MODIFICATION  11,1
11254,DATA  LIVERPOOL,1
11255,ANALYSIS  DATA  LIVERPOOL,1
11256,TASK  ORDER  (VP,1
11257,PKA  LAW,1
11258,PKA,1
11259,EP-W-11-065  TASK  ORDER,1
11260,ORDER  0012,1
11261,ORDER  0012  EP-W-11-065,1
11262,ORDER  AMOUNT  $1000000.00.,1
11263,SUPPORT  DATA  PROGRAM,1
11264,$200000.00.  ORDER,1
11265,$200000.00.  ORDER  ALL,1
11266,ADDITIONAL  WORK  FUNDING,1
11267,AMOUNT  $200000.00.  ORDER,1
11268,BIOQUAL  OBLIGATE,1
11269,BIOQUAL,1
11270,QUANTITIES  DATE,1
11271,QUANTITIES,1
