Product or Service Code,Product or Service Description,Contracting Agency Name,Contracting Department Name,Funding Agency Name,Principal Place of Performance City Name,Principal Place of Performance State Code,Principal Place of Performance Country Name,Signed Date,Extent Competed,Fair Opportunity/Limited Sources,Type of Contract,Description of Requirement,Vendor Name,PIID,Referenced  IDV PIID,DUNS Number,Action Obligation
R499,SUPPORT- PROFESSIONAL: OTHER,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,CHICAGO,IL,UNITED STATES,9/25/2015,FULL AND OPEN COMPETITION,,TIME AND MATERIALS,IGF::CT::IGF START IV TO#7-HOMELAND SECURITY,"TETRA TECH EM, INC.",7,EPS51301,178599221,"$25,063.00 "
R499,SUPPORT- PROFESSIONAL: OTHER,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,CHICAGO,IL,UNITED STATES,9/30/2015,FULL AND OPEN COMPETITION,,TIME AND MATERIALS,"IGF::CT::IGF 
START IV-TO #1 REMOVAL","TETRA TECH EM, INC.",1,EPS51301,178599221,"$101,164.14 "
R499,SUPPORT- PROFESSIONAL: OTHER,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,CHURCH ROCK,NM,UNITED STATES,10/28/2014,FULL AND OPEN COMPETITION,,TIME AND MATERIALS,"IGF::OT::IGF

NORTHEAST CHURCH ROCK PRP OVERSIGHT AND TECHNICAL SUPPORT  CONTRACT/TASK ORDER: EP-S5-13-02/ 0014.","WESTON SOLUTIONS, INC.",14,EPS51302,44519429,"$140,539.00 "
R499,SUPPORT- PROFESSIONAL: OTHER,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,CHURCH ROCK,NM,UNITED STATES,10/28/2014,FULL AND OPEN COMPETITION,,TIME AND MATERIALS,"IGF::OT::IGF

NORTHEAST CHURCH ROCK PRP OVERSIGHT AND TECHNICAL SUPPORT  CONTRACT/TASK ORDER: EP-S5-13-02/ 0014. ADD INCREMENTAL FUNDING IN THE AMOUNT OF $50,000.00.","WESTON SOLUTIONS, INC.",14,EPS51302,44519429,"$50,000.00 "
R499,SUPPORT- PROFESSIONAL: OTHER,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,CHURCH ROCK,NM,UNITED STATES,11/6/2014,FULL AND OPEN COMPETITION,,TIME AND MATERIALS,"IGF::CT::IGF

START IV REGION 9:  QUIVIRA MINES - NE CHURCHROCK PRP OVERSIGHT AND TECHNICAL SUPPORT  CONTRACT/TASK ORDER: EP-S5-13-02/ 0015.","WESTON SOLUTIONS, INC.",15,EPS51302,44519429,"$100,000.00 "
R499,SUPPORT- PROFESSIONAL: OTHER,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,CHURCH ROCK,NM,UNITED STATES,4/29/2015,FULL AND OPEN COMPETITION,,TIME AND MATERIALS,"IGF::CT::IGF

START IV REGION 9:  QUIVIRA MINES - NE CHURCHROCK PRP OVERSIGHT AND TECHNICAL SUPPORT  CONTRACT/TASK ORDER: EP-S5-13-02/ 0015.
ADD INCREMENTAL FUNDING IN THE AMOUNT OF $221,127.00.","WESTON SOLUTIONS, INC.",15,EPS51302,44519429,"$221,127.00 "
R499,SUPPORT- PROFESSIONAL: OTHER,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,CINCINNATI,OH,UNITED STATES,10/1/2014,COMPETED UNDER SAP,,FIRM FIXED PRICE,IGF::CL::IGF - STUDENT SERVICES,"RYAN, CONNAIR",EP12C000155,,78622088,"$35,957.12 "
R499,SUPPORT- PROFESSIONAL: OTHER,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,CINCINNATI,OH,UNITED STATES,10/17/2014,FULL AND OPEN COMPETITION,,FIRM FIXED PRICE,CLOSELY ASSOCIATED - THE PURPOSE OF THIS MODIFICATION 21 IS TO EXERCISE AND FULLY FUND THE OPTIONAL QUANTITY FOR TWO P-3 CHEMISTS UNDER OPTION PERIOD 3; TO PROVIDE INCREMENTAL FUNDING FOR FIXED PRICE LABOR UNDER OPTION PERIOD 3; AND TO CHANGE THE RTP FINANCE INVOICE OFFICE ADDRESS FOR THE CONTRACT.,CB&I FEDERAL SERVICES LLC,EPC12013,,109515259,"$273,268.00 "
R499,SUPPORT- PROFESSIONAL: OTHER,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,CINCINNATI,OH,UNITED STATES,1/8/2015,FULL AND OPEN COMPETITION,,FIRM FIXED PRICE,CLOSELY ASSOCIATED - THE PURPOSE OF THIS MODIFICATION 23 IS TO FULLY FUND THE OPTIONAL QUANTITY FOR TWO P-3 CHEMISTS UNDER OPTION PERIOD 3.,CB&I FEDERAL SERVICES LLC,EPC12013,,109515259,"$198,168.00 "
R499,SUPPORT- PROFESSIONAL: OTHER,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,CINCINNATI,OH,UNITED STATES,1/29/2015,FULL AND OPEN COMPETITION,FAIR OPPORTUNITY GIVEN,COST PLUS FIXED FEE,IGF::CL::IGF REMEDIATION OPTIONS FOR POROUS MATERIALS CONTAMINATED WITH PERSISTENT CHEMICAL WARFARE AGENTS VX AND HD,"TETRA TECH EM, INC.",10,EPC11037,623919438,"$200,000.00 "
R499,SUPPORT- PROFESSIONAL: OTHER,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,CINCINNATI,OH,UNITED STATES,3/31/2015,FULL AND OPEN COMPETITION,FAIR OPPORTUNITY GIVEN,COST PLUS FIXED FEE,IGF::CL::IGF REMEDIATION OPTIONS FOR POROUS MATERIALS CONTAMINATED WITH PERSISTENT CHEMICAL WARFARE AGENTS VX AND HD,"TETRA TECH EM, INC.",10,EPC11037,623919438,"$67,000.00 "
R499,SUPPORT- PROFESSIONAL: OTHER,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,CINCINNATI,OH,UNITED STATES,6/19/2015,FULL AND OPEN COMPETITION,,FIRM FIXED PRICE,CLOSELY ASSOCIATED - THE PURPOSE OF THIS MODIFICATION 24 IS TO PROVIDE INCREMENTAL FUNDING FOR FIXED PRICE LABOR UNDER OPTION PERIOD 3 AND TO ADD CONTRACT CLAUSE EPA-H-03-101 PER AN EPA POLICY UPDATE.,CB&I FEDERAL SERVICES LLC,EPC12013,,109515259,"$532,000.00 "
R499,SUPPORT- PROFESSIONAL: OTHER,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,CINCINNATI,OH,UNITED STATES,8/26/2015,FULL AND OPEN COMPETITION,,FIRM FIXED PRICE,IGF::OT::IGF NATIONAL STUDENT SERVICES CONTRACT,"OAK RIDGE ASSOCIATED UNIVERSITIES, INCORPORATED",18,EPD15003,41152224,"$56,502.90 "
R499,SUPPORT- PROFESSIONAL: OTHER,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,CINCINNATI,OH,UNITED STATES,9/29/2015,FULL AND OPEN COMPETITION,,FIRM FIXED PRICE,CLOSELY ASSOCIATED - THE PURPOSE OF THIS MODIFICATION 25 IS TO PROVIDE INCREMENTAL FUNDING FOR FIXED PRICE LABOR UNDER OPTION PERIOD 3.,CB&I FEDERAL SERVICES LLC,EPC12013,,109515259,"$123,007.18 "
R499,SUPPORT- PROFESSIONAL: OTHER,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,COLUMBUS,OH,UNITED STATES,10/14/2014,FULL AND OPEN COMPETITION,FAIR OPPORTUNITY GIVEN,COST PLUS FIXED FEE,IGF::CL::IGF  NEUTRALIZATION OF RICIN TOXICITY USING ELEVATED TEMPERATURE AND HUMIDITY,BATTELLE MEMORIAL INSTITUTE,17,EPC11038,7901598,"$72,014.00 "
R499,SUPPORT- PROFESSIONAL: OTHER,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,COLUMBUS,OH,UNITED STATES,10/14/2014,FULL AND OPEN COMPETITION,FAIR OPPORTUNITY GIVEN,COST PLUS FIXED FEE,IGF::CL::IGF  SPREADSHEET TOOL TO ESTIMATE COSTS ASSOCIATED WITH WIDE-AREA RESPONSE TO A CBR INCIDENT,BATTELLE MEMORIAL INSTITUTE,22,EPC11038,7901598,"$39,968.00 "
R499,SUPPORT- PROFESSIONAL: OTHER,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,COLUMBUS,OH,UNITED STATES,10/24/2014,FULL AND OPEN COMPETITION,FAIR OPPORTUNITY GIVEN,COST PLUS FIXED FEE,IGF::CL::IGF  ASSISTANCE TO THE ENGINEERING TECHNICAL SUPPORT CENTER--FOLLOW-ON TASK ORDER (OPTION 2),BATTELLE MEMORIAL INSTITUTE,24,EPC11038,7901598,"$150,000.00 "
R499,SUPPORT- PROFESSIONAL: OTHER,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,COLUMBUS,OH,UNITED STATES,11/21/2014,FULL AND OPEN COMPETITION,FAIR OPPORTUNITY GIVEN,COST PLUS FIXED FEE,IGF::CL::IGF  ASSESSMENT OF NON-DESTRUCTIVE DECONTAMINATION METHODOLOGIES FOR MIXED POROUS SURFACES,BATTELLE MEMORIAL INSTITUTE,19,EPC11038,7901598,"$98,328.20 "
R499,SUPPORT- PROFESSIONAL: OTHER,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,COLUMBUS,OH,UNITED STATES,11/21/2014,FULL AND OPEN COMPETITION,FAIR OPPORTUNITY GIVEN,COST PLUS FIXED FEE,IGF::CL::IGF  TECHNICAL SUPPORT FOR THE SITE CHARACTERIZATION AND MONITORING TECHNICAL SUPPORT CENTER (SCMTSC)  OPTIONAL YEAR 2,BATTELLE MEMORIAL INSTITUTE,26,EPC11038,7901598,"$225,000.00 "
R499,SUPPORT- PROFESSIONAL: OTHER,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,COLUMBUS,OH,UNITED STATES,11/21/2014,NOT COMPETED,,TIME AND MATERIALS,"IGF::OT::IGF
TSCA CHEMICAL SUBSTANCES INVENTORY",AMERICAN CHEMICAL SOCIETY,EPW13008,,45082633,"$150,000.00 "
R499,SUPPORT- PROFESSIONAL: OTHER,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,COLUMBUS,OH,UNITED STATES,12/3/2014,FULL AND OPEN COMPETITION,FAIR OPPORTUNITY GIVEN,COST PLUS FIXED FEE,IGF::CL::IGF  FAILURE ANALYSES OF UNDERGROUND STORAGE TANK EQUIPMENT IN BIOFUELS SERVICE II,BATTELLE MEMORIAL INSTITUTE,16,EPC11038,7901598,"$180,376.00 "
R499,SUPPORT- PROFESSIONAL: OTHER,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,COLUMBUS,OH,UNITED STATES,1/7/2015,FULL AND OPEN COMPETITION,FAIR OPPORTUNITY GIVEN,COST PLUS FIXED FEE,IGF::CL::IGF  FATE TRANSPORT OF CHEMICAL WARFARE AGENTS VX AND HD ACROSS A PERMEABLE LAYER INTO A POROUS SUBSURFACE,BATTELLE MEMORIAL INSTITUTE,29,EPC11038,7901598,"$150,000.00 "
R499,SUPPORT- PROFESSIONAL: OTHER,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,COLUMBUS,OH,UNITED STATES,1/7/2015,FULL AND OPEN COMPETITION,FAIR OPPORTUNITY GIVEN,COST PLUS FIXED FEE,IGF::CL::IGF  STUDY OF SELF HELP REMEDIATION ACTIVITIES FOLLOWING WIDE AREA CBRN INCIDENTS,BATTELLE MEMORIAL INSTITUTE,28,EPC11038,7901598,"$269,865.00 "
R499,SUPPORT- PROFESSIONAL: OTHER,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,COLUMBUS,OH,UNITED STATES,1/7/2015,FULL AND OPEN COMPETITION,FAIR OPPORTUNITY GIVEN,COST PLUS FIXED FEE,IGF::CL::IGF DECONTAMINATION OF SUBWAY AND OTHER MATERIALS THROUGH THE FOGGING OF SPORICIDAL LIQUIDS,BATTELLE MEMORIAL INSTITUTE,27,EPC11038,7901598,"$224,948.00 "
R499,SUPPORT- PROFESSIONAL: OTHER,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,COLUMBUS,OH,UNITED STATES,2/20/2015,NOT COMPETED,,TIME AND MATERIALS,"IGF::OT::IGF
TSCA CHEMICAL SUBSTANCES INVENTORY",AMERICAN CHEMICAL SOCIETY,EPW13008,,45082633,"$100,000.00 "
R499,SUPPORT- PROFESSIONAL: OTHER,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,COLUMBUS,OH,UNITED STATES,2/24/2015,FULL AND OPEN COMPETITION,FAIR OPPORTUNITY GIVEN,COST PLUS FIXED FEE,IGF::CL::IGF DECONTAMINATION OF SUBWAY AND OTHER MATERIALS THROUGH THE FOGGING OF SPORICIDAL LIQUIDS,BATTELLE MEMORIAL INSTITUTE,27,EPC11038,7901598,"$159,979.00 "
R499,SUPPORT- PROFESSIONAL: OTHER,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,COLUMBUS,OH,UNITED STATES,3/16/2015,FULL AND OPEN COMPETITION,FAIR OPPORTUNITY GIVEN,COST PLUS FIXED FEE,IGF::CL::IGF  TECHNICAL SUPPORT FOR THE SITE CHARACTERIZATION AND MONITORING TECHNICAL SUPPORT CENTER (SCMTSC)  OPTIONAL YEAR 2,BATTELLE MEMORIAL INSTITUTE,26,EPC11038,7901598,"$100,000.00 "
R499,SUPPORT- PROFESSIONAL: OTHER,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,COLUMBUS,OH,UNITED STATES,3/18/2015,FULL AND OPEN COMPETITION,FAIR OPPORTUNITY GIVEN,COST PLUS FIXED FEE,IGF::CL::IGF  ASSISTANCE TO THE ENGINEERING TECHNICAL SUPPORT CENTER--FOLLOW-ON TASK ORDER (OPTION 2),BATTELLE MEMORIAL INSTITUTE,24,EPC11038,7901598,"$315,000.00 "
R499,SUPPORT- PROFESSIONAL: OTHER,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,COLUMBUS,OH,UNITED STATES,3/25/2015,FULL AND OPEN COMPETITION,FAIR OPPORTUNITY GIVEN,COST PLUS FIXED FEE,IGF::CL::IGF  FATE TRANSPORT OF CHEMICAL WARFARE AGENTS VX AND HD ACROSS A PERMEABLE LAYER INTO A POROUS SUBSURFACE,BATTELLE MEMORIAL INSTITUTE,29,EPC11038,7901598,"$103,732.00 "
R499,SUPPORT- PROFESSIONAL: OTHER,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,COLUMBUS,OH,UNITED STATES,3/30/2015,NOT COMPETED,,TIME AND MATERIALS,"IGF::OT::IGF
TSCA CHEMICAL SUBSTANCES INVENTORY",AMERICAN CHEMICAL SOCIETY,EPW13008,,45082633,"$240,000.00 "
R499,SUPPORT- PROFESSIONAL: OTHER,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,COLUMBUS,OH,UNITED STATES,4/24/2015,FULL AND OPEN COMPETITION,FAIR OPPORTUNITY GIVEN,COST PLUS FIXED FEE,IGF::CL::IGF  STUDY OF SELF HELP REMEDIATION ACTIVITIES FOLLOWING WIDE AREA CBRN INCIDENTS,BATTELLE MEMORIAL INSTITUTE,28,EPC11038,7901598,"$202,413.00 "
R499,SUPPORT- PROFESSIONAL: OTHER,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,COLUMBUS,OH,UNITED STATES,4/29/2015,FULL AND OPEN COMPETITION,FAIR OPPORTUNITY GIVEN,COST PLUS FIXED FEE,IGF::CL::IGF  ASSISTANCE TO THE ENGINEERING TECHNICAL SUPPORT CENTER--FOLLOW-ON TASK ORDER (OPTION 2),BATTELLE MEMORIAL INSTITUTE,24,EPC11038,7901598,"$40,000.00 "
R499,SUPPORT- PROFESSIONAL: OTHER,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,COLUMBUS,OH,UNITED STATES,4/29/2015,FULL AND OPEN COMPETITION,FAIR OPPORTUNITY GIVEN,COST PLUS FIXED FEE,IGF::CL::IGF - DEMONSTRATION OF NON-DESTRUCTIVE SCALABLE METHODS FOR RADIOLOGICAL DECONTAMINATION OF BUILDING STRUCTURES,BATTELLE MEMORIAL INSTITUTE,18,EPC11038,7901598,"$160,957.00 "
R499,SUPPORT- PROFESSIONAL: OTHER,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,COLUMBUS,OH,UNITED STATES,5/7/2015,FULL AND OPEN COMPETITION,FAIR OPPORTUNITY GIVEN,COST PLUS FIXED FEE,IGF::CL::IGF  STUDY OF SELF HELP REMEDIATION ACTIVITIES FOLLOWING WIDE AREA CBRN INCIDENTS,BATTELLE MEMORIAL INSTITUTE,28,EPC11038,7901598,"$47,584.00 "
R499,SUPPORT- PROFESSIONAL: OTHER,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,COLUMBUS,OH,UNITED STATES,5/29/2015,FULL AND OPEN COMPETITION,FAIR OPPORTUNITY GIVEN,COST PLUS FIXED FEE,IGF::CL::IGF  TECHNICAL SUPPORT FOR THE SITE CHARACTERIZATION AND MONITORING TECHNICAL SUPPORT CENTER (SCMTSC)  OPTIONAL YEAR 2,BATTELLE MEMORIAL INSTITUTE,26,EPC11038,7901598,"$40,000.00 "
R499,SUPPORT- PROFESSIONAL: OTHER,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,COLUMBUS,OH,UNITED STATES,6/9/2015,FULL AND OPEN COMPETITION,FAIR OPPORTUNITY GIVEN,COST PLUS FIXED FEE,IGF::CL::IGF  CONTAMINATED SEDIMENT FIELD STUDIES IN THE GREAT LAKES BASIN,BATTELLE MEMORIAL INSTITUTE,30,EPC11038,7901598,"$500,000.00 "
R499,SUPPORT- PROFESSIONAL: OTHER,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,COLUMBUS,OH,UNITED STATES,6/11/2015,FULL AND OPEN COMPETITION,OTHER STATUTORY AUTHORITY,COST PLUS FIXED FEE,"IGF::CL::IGF - SYSTEMATIC DECONTAMINATION OF LEWISITE, NEUTRALIZATION AND ARSENIC REMOVAL",BATTELLE MEMORIAL INSTITUTE,7,EPC11038,7901598,"$26,704.14 "
R499,SUPPORT- PROFESSIONAL: OTHER,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,COLUMBUS,OH,UNITED STATES,6/29/2015,FULL AND OPEN COMPETITION,FAIR OPPORTUNITY GIVEN,COST PLUS FIXED FEE,IGF::CL::IGF  CONTAMINATED SEDIMENT FIELD STUDIES IN THE GREAT LAKES BASIN,BATTELLE MEMORIAL INSTITUTE,30,EPC11038,7901598,"$57,752.00 "
R499,SUPPORT- PROFESSIONAL: OTHER,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,COLUMBUS,OH,UNITED STATES,6/30/2015,FULL AND OPEN COMPETITION,FAIR OPPORTUNITY GIVEN,COST PLUS FIXED FEE,IGF::CL::IGF  CONTAMINATED SEDIMENT FIELD STUDIES IN THE GREAT LAKES BASIN,BATTELLE MEMORIAL INSTITUTE,30,EPC11038,7901598,"$200,000.00 "
R499,SUPPORT- PROFESSIONAL: OTHER,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,COLUMBUS,OH,UNITED STATES,7/23/2015,FULL AND OPEN COMPETITION,FAIR OPPORTUNITY GIVEN,COST PLUS FIXED FEE,IGF::CL::IGF  SUPPORT FOR THE ENGINEERING TECHNICAL SUPPORT CENTER,BATTELLE MEMORIAL INSTITUTE,31,EPC11038,7901598,"$25,149.00 "
R499,SUPPORT- PROFESSIONAL: OTHER,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,COLUMBUS,OH,UNITED STATES,8/14/2015,FULL AND OPEN COMPETITION,FAIR OPPORTUNITY GIVEN,COST PLUS FIXED FEE,IGF::CL::IGF  SUPPORT FOR THE ENGINEERING TECHNICAL SUPPORT CENTER,BATTELLE MEMORIAL INSTITUTE,31,EPC11038,7901598,"$266,700.00 "
R499,SUPPORT- PROFESSIONAL: OTHER,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,COLUMBUS,OH,UNITED STATES,8/19/2015,NOT COMPETED,,TIME AND MATERIALS,"IGF::OT::IGF
TSCA CHEMICAL SUBSTANCES INVENTORY",AMERICAN CHEMICAL SOCIETY,EPW13008,,45082633,"$243,000.00 "
R499,SUPPORT- PROFESSIONAL: OTHER,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,COLUMBUS,OH,UNITED STATES,8/21/2015,FULL AND OPEN COMPETITION,FAIR OPPORTUNITY GIVEN,COST PLUS FIXED FEE,IGF::CL::IGF  SPREADSHEET TOOL TO ESTIMATE COSTS ASSOCIATED WITH WIDE-AREA RESPONSE TO A CBR INCIDENT,BATTELLE MEMORIAL INSTITUTE,22,EPC11038,7901598,"$49,804.00 "
R499,SUPPORT- PROFESSIONAL: OTHER,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,COLUMBUS,OH,UNITED STATES,8/27/2015,FULL AND OPEN COMPETITION,FAIR OPPORTUNITY GIVEN,COST PLUS FIXED FEE,IGF::CL::IGF - DEMONSTRATION OF NON-DESTRUCTIVE SCALABLE METHODS FOR RADIOLOGICAL DECONTAMINATION OF BUILDING STRUCTURES,BATTELLE MEMORIAL INSTITUTE,18,EPC11038,7901598,"$39,966.00 "
R499,SUPPORT- PROFESSIONAL: OTHER,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,COLUMBUS,OH,UNITED STATES,8/31/2015,FULL AND OPEN COMPETITION,FAIR OPPORTUNITY GIVEN,COST PLUS FIXED FEE,IGF::CL::IGF  NEUTRALIZATION OF RICIN TOXICITY USING ELEVATED TEMPERATURE AND HUMIDITY,BATTELLE MEMORIAL INSTITUTE,17,EPC11038,7901598,"$49,992.00 "
R499,SUPPORT- PROFESSIONAL: OTHER,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,COLUMBUS,OH,UNITED STATES,9/1/2015,FULL AND OPEN COMPETITION,FAIR OPPORTUNITY GIVEN,COST PLUS FIXED FEE,IGF::CL::IGF  SUPPORT FOR THE ENGINEERING TECHNICAL SUPPORT CENTER,BATTELLE MEMORIAL INSTITUTE,31,EPC11038,7901598,"$75,000.00 "
R499,SUPPORT- PROFESSIONAL: OTHER,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,COLUMBUS,OH,UNITED STATES,9/2/2015,FULL AND OPEN COMPETITION,FAIR OPPORTUNITY GIVEN,COST PLUS FIXED FEE,IGF::CL::IGF TECHNICAL SUPPORT FOR THE SITE CHARACTERIZATION AND MONITORING TECHNICAL SUPPORT CENTER (SCMTSC),BATTELLE MEMORIAL INSTITUTE,32,EPC11038,7901598,"$40,000.00 "
R499,SUPPORT- PROFESSIONAL: OTHER,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,COLUMBUS,OH,UNITED STATES,9/25/2015,FULL AND OPEN COMPETITION,FAIR OPPORTUNITY GIVEN,COST PLUS FIXED FEE,IGF::CL::IGF TECHNICAL SUPPORT FOR THE SITE CHARACTERIZATION AND MONITORING TECHNICAL SUPPORT CENTER (SCMTSC),BATTELLE MEMORIAL INSTITUTE,32,EPC11038,7901598,"$120,000.00 "
R499,SUPPORT- PROFESSIONAL: OTHER,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,CRANDON,WI,UNITED STATES,11/3/2014,FULL AND OPEN COMPETITION,FAIR OPPORTUNITY GIVEN,FIRM FIXED PRICE,"IGF::CL::IGF

ANALYTICAL CHEMISTRY LABORATORY SERVICES SUPPORTING THE UNREGULATED CONTAMINANT MONITORING PROGRAM","NORTHERN LAKE SERVICE, INC.",5,EPC13003,79963997,"$154,500.00 "
R499,SUPPORT- PROFESSIONAL: OTHER,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,CRANDON,WI,UNITED STATES,8/20/2015,FULL AND OPEN COMPETITION,FAIR OPPORTUNITY GIVEN,FIRM FIXED PRICE,"IGF::CL::IGF
ANALYTICAL CHEMISTRY LABORATORY SERVICES SUPPORTING THE UNREGULATED CONTAMINANT MONITORING PROGRAM","NORTHERN LAKE SERVICE, INC.",6,EPC13003,79963997,"$148,800.00 "
